file,expression,valence,arousal
Dataset\images\4699.jpg,6,-0.523809,0.150794
Dataset\images\47.jpg,6,-0.348675,0.632596
Dataset\images\4701.jpg,2,-0.150794,-0.349206
Dataset\images\4702.jpg,2,-0.811514,-0.233502
Dataset\images\4703.jpg,4,-0.15873,0.801587
Dataset\images\4704.jpg,1,0.681366,0.0612464
Dataset\images\4705.jpg,2,-0.826858,-0.259016
Dataset\images\471.jpg,4,-0.0946074,0.946074
Dataset\images\4710.jpg,0,0.0146071,0.00730354
Dataset\images\4713.jpg,7,-0.43554,0.488773
Dataset\images\4714.jpg,3,0.15873,0.690476
Dataset\images\4715.jpg,2,-0.730739,-0.372629
Dataset\images\4716.jpg,4,-0.100084,0.784871
Dataset\images\4717.jpg,2,-0.651311,-0.245859
Dataset\images\4718.jpg,0,-0.0793651,-0.0555556
Dataset\images\4719.jpg,1,0.68254,0.126984
Dataset\images\472.jpg,4,-0.103175,0.761905
Dataset\images\4720.jpg,1,0.720324,0.0862664
Dataset\images\4721.jpg,2,-0.634921,0.634921
Dataset\images\4722.jpg,1,0.754096,0.0880416
Dataset\images\4723.jpg,0,0.00862664,0.0862664
Dataset\images\4724.jpg,4,-0.0396825,0.634921
Dataset\images\4725.jpg,1,0.682346,0.0241967
Dataset\images\4727.jpg,5,-0.904762,0.365079
Dataset\images\4728.jpg,5,-0.692849,0.486143
Dataset\images\4729.jpg,6,-0.246032,0.555556
Dataset\images\473.jpg,3,0.29036,0.716221
Dataset\images\4730.jpg,7,-0.590399,0.706543
Dataset\images\4731.jpg,2,-0.715817,-0.298576
Dataset\images\4732.jpg,0,0.0629113,-0.00483933
Dataset\images\4733.jpg,2,-0.854835,-0.403818
Dataset\images\4734.jpg,5,-0.666667,0.444444
Dataset\images\4735.jpg,4,-0.0967867,0.783972
Dataset\images\4739.jpg,7,-0.396825,0.464576
Dataset\images\474.jpg,5,-0.517809,0.672667
Dataset\images\4741.jpg,7,-0.304878,0.440379
Dataset\images\4743.jpg,3,0.246032,0.492063
Dataset\images\4744.jpg,4,-0.0603865,0.370945
Dataset\images\4747.jpg,7,-0.430701,0.479094
Dataset\images\4748.jpg,0,-0.338753,0.280681
Dataset\images\4749.jpg,4,-0.132275,0.707672
Dataset\images\475.jpg,0,-0.0038279,0.0
Dataset\images\4750.jpg,0,-0.0873016,-0.0555556
Dataset\images\4751.jpg,3,-0.0737463,0.83228
Dataset\images\4752.jpg,2,-0.362319,-0.1294
Dataset\images\4753.jpg,7,-0.484127,0.293651
Dataset\images\4754.jpg,1,0.546845,0.0338753
Dataset\images\4755.jpg,5,-0.607691,0.483164
Dataset\images\4756.jpg,3,0.18254,0.920635
Dataset\images\4757.jpg,5,-0.896825,0.412698
Dataset\images\4758.jpg,0,-0.00483933,0.0
Dataset\images\4759.jpg,3,0.166667,0.809524
Dataset\images\476.jpg,3,0.383543,0.592748
Dataset\images\4763.jpg,2,-0.774293,-0.377468
Dataset\images\4764.jpg,4,-0.306748,0.72305
Dataset\images\4765.jpg,2,-0.826826,-0.191395
Dataset\images\4766.jpg,3,0.00730354,0.613497
Dataset\images\4767.jpg,5,-0.727513,0.15873
Dataset\images\4768.jpg,0,0.00793651,0.00793651
Dataset\images\4769.jpg,4,-0.168563,0.763801
Dataset\images\4770.jpg,3,0.403467,0.607691
Dataset\images\4771.jpg,0,-0.0714286,-0.0634921
Dataset\images\4772.jpg,5,-0.745257,0.488773
Dataset\images\4773.jpg,0,0.00793651,-0.031746
Dataset\images\4774.jpg,2,-0.849206,-0.333333
Dataset\images\4775.jpg,1,0.532027,0.105352
Dataset\images\4776.jpg,0,0.00793651,0.0
Dataset\images\4777.jpg,2,-0.642857,-0.309524
Dataset\images\4778.jpg,2,-0.624274,-0.319396
Dataset\images\4779.jpg,6,-0.376984,0.595238
Dataset\images\478.jpg,1,0.404762,0.198413
Dataset\images\4780.jpg,3,0.144138,0.4858
Dataset\images\4782.jpg,1,0.421022,0.058072
Dataset\images\4783.jpg,1,0.741891,0.0690131
Dataset\images\4787.jpg,3,0.222222,0.849206
Dataset\images\4788.jpg,6,-0.291677,0.334889
Dataset\images\4791.jpg,0,0.00431332,-0.00862664
Dataset\images\4793.jpg,7,-0.479094,0.150019
Dataset\images\4794.jpg,6,-0.34127,0.698413
Dataset\images\4795.jpg,2,-0.603175,0.0
Dataset\images\4796.jpg,1,0.658149,0.043554
Dataset\images\4797.jpg,0,0.14881,0.0234962
Dataset\images\4798.jpg,2,-0.759775,-0.377468
Dataset\images\4799.jpg,7,-0.391986,0.517809
Dataset\images\48.jpg,0,-0.0919473,-0.0677507
Dataset\images\4800.jpg,4,-0.0952381,0.650794
Dataset\images\4803.jpg,2,-0.412698,-0.190476
Dataset\images\4804.jpg,0,-0.01294,0.0
Dataset\images\4806.jpg,6,-0.523809,0.119048
Dataset\images\4807.jpg,4,-0.0822687,0.779133
Dataset\images\4808.jpg,4,-0.15873,0.793651
Dataset\images\481.jpg,4,-0.103175,0.634921
Dataset\images\4810.jpg,3,0.383543,0.552899
Dataset\images\4811.jpg,0,-0.401665,0.0919473
Dataset\images\4813.jpg,6,-0.332126,0.681504
Dataset\images\4815.jpg,5,-0.420635,0.698413
Dataset\images\4816.jpg,6,-0.138026,0.392512
Dataset\images\4817.jpg,7,-0.616805,0.672878
Dataset\images\4819.jpg,2,-0.174603,-0.166667
Dataset\images\4821.jpg,3,0.230159,0.880952
Dataset\images\4822.jpg,0,-0.00793651,0.015873
Dataset\images\4823.jpg,5,-0.81746,0.444444
Dataset\images\4825.jpg,5,-0.711698,0.431332
Dataset\images\4826.jpg,7,-0.65457,0.67371
Dataset\images\4827.jpg,5,-0.735579,0.406504
Dataset\images\4828.jpg,0,-0.0038279,0.0114837
Dataset\images\4829.jpg,4,-0.110742,0.893486
Dataset\images\483.jpg,3,0.180697,0.627126
Dataset\images\4830.jpg,3,0.338713,0.597729
Dataset\images\4831.jpg,7,-0.658149,0.667828
Dataset\images\4833.jpg,3,-0.0387147,0.629113
Dataset\images\4834.jpg,2,-0.952381,-0.205026
Dataset\images\4836.jpg,1,0.43554,-0.07259
Dataset\images\4837.jpg,7,-0.604917,0.687185
Dataset\images\4838.jpg,7,-0.648471,0.658149
Dataset\images\4839.jpg,4,-0.0193573,0.759775
Dataset\images\4840.jpg,6,-0.590399,0.677507
Dataset\images\4842.jpg,6,-0.150794,0.349206
Dataset\images\4843.jpg,3,-0.0338753,0.822687
Dataset\images\4847.jpg,2,-0.174603,-0.0396825
Dataset\images\4848.jpg,0,0.446429,0.0744048
Dataset\images\4849.jpg,6,-0.246032,0.547619
Dataset\images\4851.jpg,0,0.172533,0.01294
Dataset\images\4853.jpg,5,-0.304878,0.58072
Dataset\images\486.jpg,7,-0.648471,0.648471
Dataset\images\4860.jpg,5,-0.377529,0.196315
Dataset\images\4861.jpg,2,-0.698413,-0.404762
Dataset\images\4862.jpg,0,0.304878,-0.164537
Dataset\images\4863.jpg,0,-0.00216057,-0.0259269
Dataset\images\4864.jpg,5,-0.801587,0.388889
Dataset\images\4865.jpg,3,0.275842,0.50813
Dataset\images\4866.jpg,7,-0.58072,0.65331
Dataset\images\4867.jpg,0,-0.00793651,-0.00793651
Dataset\images\4868.jpg,2,-0.555556,-0.253968
Dataset\images\4870.jpg,2,-0.916353,0.37594
Dataset\images\4871.jpg,7,-0.592748,0.637577
Dataset\images\4872.jpg,5,-0.681504,0.431332
Dataset\images\4874.jpg,7,-0.43554,0.474255
Dataset\images\4875.jpg,1,0.662989,0.116144
Dataset\images\4876.jpg,3,0.150019,0.450058
Dataset\images\4878.jpg,4,-0.0873016,0.968254
Dataset\images\4879.jpg,5,-0.735579,0.474255
Dataset\images\4880.jpg,5,-0.735579,0.445219
Dataset\images\4881.jpg,4,-0.13947,0.796971
Dataset\images\4882.jpg,5,-0.727301,0.489971
Dataset\images\4883.jpg,5,-0.873016,0.436508
Dataset\images\4884.jpg,4,-0.173831,0.790139
Dataset\images\4885.jpg,7,-0.309524,0.563492
Dataset\images\4887.jpg,2,-0.333914,0.0
Dataset\images\489.jpg,1,0.405605,-0.179098
Dataset\images\4890.jpg,6,-0.452381,0.380952
Dataset\images\4892.jpg,7,-0.425861,0.479094
Dataset\images\4893.jpg,1,0.265751,0.0475326
Dataset\images\4894.jpg,3,0.275609,0.822998
Dataset\images\4895.jpg,4,-0.109584,0.831839
Dataset\images\4896.jpg,6,-0.484127,0.126984
Dataset\images\4898.jpg,6,-0.222222,0.365079
Dataset\images\4899.jpg,6,-0.36295,0.551684
Dataset\images\49.jpg,2,-0.556523,-0.348432
Dataset\images\4901.jpg,6,-0.253968,0.404762
Dataset\images\4902.jpg,6,-0.904762,0.214286
Dataset\images\4904.jpg,7,-0.401665,0.454897
Dataset\images\4905.jpg,2,-0.870253,-0.21097
Dataset\images\4906.jpg,7,-0.421022,0.445219
Dataset\images\4907.jpg,7,-0.546263,0.640446
Dataset\images\4908.jpg,2,-0.301587,-0.190476
Dataset\images\491.jpg,3,0.269304,0.702205
Dataset\images\4910.jpg,5,-0.714286,0.420635
Dataset\images\4911.jpg,1,0.708161,0.126321
Dataset\images\4912.jpg,7,0.198413,0.388889
Dataset\images\4913.jpg,3,0.279436,0.784719
Dataset\images\4915.jpg,6,-0.285714,0.404762
Dataset\images\4917.jpg,3,-0.103175,0.5
Dataset\images\4918.jpg,3,0.343593,0.788811
Dataset\images\4919.jpg,0,0.0,0.0
Dataset\images\492.jpg,1,0.537295,0.258112
Dataset\images\4920.jpg,0,0.0645439,-0.401606
Dataset\images\4921.jpg,1,0.876424,0.138767
Dataset\images\4923.jpg,3,0.172306,0.626566
Dataset\images\4924.jpg,4,-0.0483933,0.624274
Dataset\images\4925.jpg,7,-0.169377,0.643631
Dataset\images\4926.jpg,0,0.00793651,0.00793651
Dataset\images\4928.jpg,7,-0.382307,0.464576
Dataset\images\4930.jpg,4,-0.194262,0.876669
Dataset\images\4931.jpg,5,-0.479094,0.256485
Dataset\images\4932.jpg,4,-0.0677507,0.953349
Dataset\images\4933.jpg,4,-0.101626,0.759775
Dataset\images\4934.jpg,0,0.0038279,0.0
Dataset\images\4937.jpg,0,0.0215666,-0.00862664
Dataset\images\4938.jpg,6,-0.563492,0.373016
Dataset\images\4939.jpg,7,-0.666667,0.642857
Dataset\images\4940.jpg,1,0.36295,-0.00967867
Dataset\images\4941.jpg,2,-0.696677,-0.248813
Dataset\images\4942.jpg,4,-0.175285,0.635408
Dataset\images\4944.jpg,7,-0.203252,0.241967
Dataset\images\4946.jpg,5,-0.803329,0.493612
Dataset\images\4947.jpg,4,-0.0555556,0.809524
Dataset\images\4948.jpg,3,0.329075,0.7259
Dataset\images\495.jpg,1,0.750097,0.106465
Dataset\images\4950.jpg,7,-0.634921,0.642857
Dataset\images\4951.jpg,5,-0.469415,0.212931
Dataset\images\4952.jpg,3,0.120773,0.746204
Dataset\images\4953.jpg,0,0.347661,-0.242309
Dataset\images\4954.jpg,2,-0.75404,-0.308962
Dataset\images\4955.jpg,4,-0.173831,0.800674
Dataset\images\4956.jpg,7,-0.58072,0.638792
Dataset\images\4957.jpg,5,-0.849206,0.388889
Dataset\images\4958.jpg,6,-0.338753,0.682346
Dataset\images\4959.jpg,4,-0.0396825,0.984127
Dataset\images\496.jpg,0,0.0,-0.0193573
Dataset\images\4960.jpg,3,0.36295,0.692025
Dataset\images\4961.jpg,2,-0.888889,-0.206349
Dataset\images\4962.jpg,4,-0.125823,0.745257
Dataset\images\4963.jpg,5,-0.714286,0.468254
Dataset\images\4964.jpg,1,0.65331,0.058072
Dataset\images\4966.jpg,4,-0.0873016,0.960317
Dataset\images\4967.jpg,1,0.411343,0.043554
Dataset\images\4968.jpg,3,0.232288,0.745257
Dataset\images\4969.jpg,6,-0.275842,0.343593
Dataset\images\497.jpg,5,-0.753968,0.47619
Dataset\images\4970.jpg,2,-0.460317,-0.206349
Dataset\images\4971.jpg,2,-0.611111,-0.357143
Dataset\images\4973.jpg,6,-0.338753,0.614595
Dataset\images\4975.jpg,4,-0.0952381,0.968254
Dataset\images\4976.jpg,4,-0.103175,0.777778
Dataset\images\4977.jpg,7,-0.638792,0.638792
Dataset\images\4979.jpg,5,-0.801587,0.404762
Dataset\images\4980.jpg,3,0.0919473,0.701703
Dataset\images\4983.jpg,4,-0.0967867,0.779133
Dataset\images\4984.jpg,0,-0.410872,0.13169
Dataset\images\4986.jpg,7,-0.518474,0.541126
Dataset\images\4987.jpg,4,-0.0193573,0.754936
Dataset\images\4988.jpg,3,0.444444,0.873016
Dataset\images\499.jpg,0,0.0967867,-0.087108
Dataset\images\4990.jpg,0,-0.126422,-0.373999
Dataset\images\4991.jpg,4,-0.0532327,0.643631
Dataset\images\4994.jpg,5,-0.754831,0.422705
Dataset\images\4997.jpg,3,0.150966,0.685818
Dataset\images\50.jpg,2,-0.738784,-0.202879
Dataset\images\500.jpg,7,-0.608178,0.677191
Dataset\images\5001.jpg,3,0.363618,0.612672
Dataset\images\5002.jpg,5,-0.865079,0.460317
Dataset\images\5003.jpg,7,-0.666667,0.531746
Dataset\images\5004.jpg,5,-0.753266,0.505689
Dataset\images\5005.jpg,1,0.832365,0.120983
Dataset\images\5006.jpg,1,0.246032,0.452381
Dataset\images\5007.jpg,2,-0.563492,-0.261905
Dataset\images\5008.jpg,0,-0.0555556,-0.0396825
Dataset\images\5009.jpg,5,-0.18254,0.587302
Dataset\images\5010.jpg,7,-0.638792,0.648471
Dataset\images\5011.jpg,3,0.444444,0.865079
Dataset\images\5012.jpg,4,-0.105868,0.758361
Dataset\images\5013.jpg,7,-0.663717,0.668984
Dataset\images\5015.jpg,2,-0.166667,-0.666667
Dataset\images\5016.jpg,7,-0.674603,0.666667
Dataset\images\5017.jpg,5,-0.754096,0.447864
Dataset\images\5018.jpg,7,-0.658149,0.658149
Dataset\images\5019.jpg,6,-0.516224,0.774336
Dataset\images\502.jpg,6,-0.241967,0.604917
Dataset\images\5020.jpg,5,-0.746032,0.261905
Dataset\images\5021.jpg,4,-0.142225,0.742731
Dataset\images\5022.jpg,4,-0.181214,0.820497
Dataset\images\5023.jpg,3,0.179055,0.522648
Dataset\images\5024.jpg,5,-0.634921,0.47619
Dataset\images\5025.jpg,6,-0.421069,0.723473
Dataset\images\5028.jpg,0,0.0,0.00793651
Dataset\images\5029.jpg,1,0.752142,0.353656
Dataset\images\503.jpg,4,-0.238095,0.769841
Dataset\images\5031.jpg,7,-0.560006,0.63047
Dataset\images\5033.jpg,6,-0.285714,0.595238
Dataset\images\5034.jpg,0,-0.0324086,-0.0280875
Dataset\images\5035.jpg,3,0.421022,0.885598
Dataset\images\5036.jpg,2,-0.388889,-0.150794
Dataset\images\5038.jpg,5,-0.904762,0.404762
Dataset\images\5039.jpg,7,-0.626984,0.65873
Dataset\images\5040.jpg,4,-0.094893,0.776397
Dataset\images\5042.jpg,5,-0.880952,0.412698
Dataset\images\5044.jpg,6,-0.571429,0.253968
Dataset\images\5045.jpg,2,-0.825346,-0.384147
Dataset\images\5046.jpg,1,0.452381,-0.0793651
Dataset\images\5047.jpg,6,-0.404762,0.777778
Dataset\images\5049.jpg,3,0.134921,0.571429
Dataset\images\5050.jpg,6,-0.436508,0.674603
Dataset\images\5052.jpg,4,-0.104923,0.79096
Dataset\images\5054.jpg,7,-0.391986,0.503291
Dataset\images\5055.jpg,4,-0.0483933,0.875919
Dataset\images\5056.jpg,3,0.368599,0.597729
Dataset\images\5057.jpg,1,0.79199,0.378561
Dataset\images\5058.jpg,1,0.5689,0.163295
Dataset\images\506.jpg,6,-0.468254,0.412698
Dataset\images\5060.jpg,4,-0.07259,0.875919
Dataset\images\5062.jpg,2,-0.81746,-0.301587
Dataset\images\5063.jpg,4,-0.0929047,0.788609
Dataset\images\5064.jpg,2,-0.963027,-0.130662
Dataset\images\5066.jpg,2,-0.492063,-0.269841
Dataset\images\5067.jpg,6,-0.547619,0.269841
Dataset\images\5069.jpg,5,-0.759775,0.488773
Dataset\images\507.jpg,2,-0.753968,-0.34127
Dataset\images\5070.jpg,4,-0.111111,0.611111
Dataset\images\5071.jpg,1,0.833981,0.0972258
Dataset\images\5072.jpg,0,-0.00793651,0.00793651
Dataset\images\5073.jpg,1,0.803329,0.0677507
Dataset\images\5074.jpg,4,-0.119048,0.777778
Dataset\images\5075.jpg,2,-0.614595,-0.266163
Dataset\images\5076.jpg,3,0.319396,0.774293
Dataset\images\5077.jpg,4,-0.147493,0.790139
Dataset\images\5079.jpg,0,0.258459,0.0
Dataset\images\508.jpg,5,-0.666667,0.460317
Dataset\images\5080.jpg,6,-0.391986,0.600077
Dataset\images\5081.jpg,5,-0.711125,0.474083
Dataset\images\5082.jpg,6,-0.503291,0.648471
Dataset\images\5083.jpg,5,-0.730739,0.440379
Dataset\images\5085.jpg,7,-0.586611,0.707384
Dataset\images\5087.jpg,2,-0.387147,-0.193573
Dataset\images\509.jpg,0,-0.00793651,0.0238095
Dataset\images\5092.jpg,4,-0.063047,0.615636
Dataset\images\5093.jpg,7,-0.457476,0.504263
Dataset\images\5094.jpg,2,-0.899471,-0.291005
Dataset\images\5095.jpg,7,-0.857143,0.47619
Dataset\images\5096.jpg,6,-0.388889,0.722222
Dataset\images\5097.jpg,6,-0.488145,0.816896
Dataset\images\51.jpg,1,0.922565,0.0885835
Dataset\images\510.jpg,5,-0.757924,0.474659
Dataset\images\5100.jpg,3,0.333732,0.503088
Dataset\images\5101.jpg,6,-0.452381,0.809524
Dataset\images\5103.jpg,4,-0.0629113,0.600077
Dataset\images\5104.jpg,0,0.0,0.0
Dataset\images\5107.jpg,6,-0.473202,0.806934
Dataset\images\5108.jpg,3,0.368599,0.537956
Dataset\images\5109.jpg,6,-0.484127,0.174603
Dataset\images\511.jpg,1,0.608636,0.0229674
Dataset\images\5110.jpg,1,0.801573,0.125313
Dataset\images\5111.jpg,3,0.41614,0.742731
Dataset\images\5113.jpg,0,-0.121155,-0.363464
Dataset\images\5116.jpg,4,-0.029036,0.982385
Dataset\images\5117.jpg,7,-0.65331,0.658149
Dataset\images\5118.jpg,7,-0.662989,0.658149
Dataset\images\5119.jpg,6,-0.790139,0.426675
Dataset\images\5120.jpg,6,-0.421069,0.742612
Dataset\images\5121.jpg,4,-0.0701809,0.914951
Dataset\images\5122.jpg,3,-0.0629113,0.493612
Dataset\images\5123.jpg,6,-0.417241,0.669882
Dataset\images\5124.jpg,7,-0.382307,0.450058
Dataset\images\5125.jpg,7,-0.658449,0.668984
Dataset\images\5127.jpg,2,-0.388889,-0.174603
Dataset\images\5128.jpg,3,0.319396,0.696864
Dataset\images\5129.jpg,1,0.36295,0.00483933
Dataset\images\5131.jpg,2,-0.746032,-0.31746
Dataset\images\5132.jpg,7,-0.647914,0.647914
Dataset\images\5133.jpg,3,0.174603,0.952381
Dataset\images\5134.jpg,0,0.198413,0.0862664
Dataset\images\5136.jpg,5,-0.873016,0.412698
Dataset\images\5137.jpg,0,-0.0852989,0.0704643
Dataset\images\5138.jpg,3,-0.015873,0.730159
Dataset\images\5139.jpg,4,-0.047619,0.849206
Dataset\images\514.jpg,7,-0.624274,0.643631
Dataset\images\5140.jpg,0,-0.0193573,-0.014518
Dataset\images\5141.jpg,0,-0.058072,0.0483933
Dataset\images\5143.jpg,5,-0.667828,0.440379
Dataset\images\5144.jpg,0,-0.0532327,-0.0774293
Dataset\images\5145.jpg,4,-0.087108,0.595238
Dataset\images\5146.jpg,4,-0.114565,0.851763
Dataset\images\5147.jpg,7,-0.65331,0.667828
Dataset\images\515.jpg,2,-0.486143,-0.283264
Dataset\images\5150.jpg,1,0.727301,0.111009
Dataset\images\5151.jpg,6,-0.34127,0.396825
Dataset\images\5153.jpg,4,-0.0756201,0.86423
Dataset\images\5154.jpg,5,-0.746204,0.452899
Dataset\images\5155.jpg,7,-0.667828,0.658149
Dataset\images\5156.jpg,5,-0.714286,0.484127
Dataset\images\5157.jpg,5,-0.750605,0.423729
Dataset\images\5158.jpg,7,-0.542092,0.637755
Dataset\images\516.jpg,1,0.846883,0.150019
Dataset\images\5162.jpg,7,-0.663717,0.674252
Dataset\images\5166.jpg,7,-0.650794,0.634921
Dataset\images\5167.jpg,2,-0.851723,-0.241967
Dataset\images\5168.jpg,4,-0.0842137,0.784719
Dataset\images\5169.jpg,6,-0.163906,0.366632
Dataset\images\517.jpg,1,0.646998,0.0646998
Dataset\images\5171.jpg,7,-0.591463,0.621665
Dataset\images\5172.jpg,5,-0.71707,0.494291
Dataset\images\5173.jpg,5,-0.597729,0.483164
Dataset\images\5174.jpg,1,0.83228,-0.0684787
Dataset\images\5175.jpg,3,0.155279,0.574534
Dataset\images\5176.jpg,1,0.484619,0.126422
Dataset\images\5178.jpg,2,-0.615763,-0.475326
Dataset\images\5179.jpg,7,0.18254,0.396825
Dataset\images\518.jpg,3,0.36295,0.735579
Dataset\images\5180.jpg,0,0.00862664,-0.01294
Dataset\images\5182.jpg,6,-0.43638,0.708161
Dataset\images\5183.jpg,1,0.643087,0.0229674
Dataset\images\5184.jpg,0,-0.39507,0.179098
Dataset\images\5185.jpg,3,0.18254,0.960317
Dataset\images\5186.jpg,5,-0.735579,0.498451
Dataset\images\5188.jpg,2,-0.803329,0.154859
Dataset\images\519.jpg,6,-0.324675,0.823014
Dataset\images\5190.jpg,1,0.577985,-0.0733264
Dataset\images\5191.jpg,6,-0.547619,0.373016
Dataset\images\5192.jpg,0,0.39507,-0.158028
Dataset\images\5193.jpg,7,-0.560538,0.651292
Dataset\images\5195.jpg,4,-0.124766,0.280724
Dataset\images\5196.jpg,3,0.119048,0.849206
Dataset\images\5198.jpg,4,-0.159394,0.876669
Dataset\images\5199.jpg,4,-0.047619,0.84127
Dataset\images\52.jpg,7,-0.174603,0.547619
Dataset\images\520.jpg,2,-0.629745,-0.125086
Dataset\images\5200.jpg,5,-0.896825,0.380952
Dataset\images\5201.jpg,7,-0.633953,0.629113
Dataset\images\5202.jpg,6,-0.333333,0.539683
Dataset\images\5203.jpg,7,-0.647914,0.647914
Dataset\images\5206.jpg,2,-0.420635,-0.373016
Dataset\images\5207.jpg,2,-0.896825,-0.349206
Dataset\images\5209.jpg,4,-0.0661376,0.82672
Dataset\images\5210.jpg,6,-0.5,0.174603
Dataset\images\5211.jpg,0,0.0,-0.00967867
Dataset\images\5217.jpg,0,-0.00864229,-0.0540143
Dataset\images\5219.jpg,6,-0.388889,0.769841
Dataset\images\522.jpg,0,0.00793651,-0.00793651
Dataset\images\5220.jpg,7,-0.642857,0.65873
Dataset\images\5221.jpg,6,-0.428372,0.757123
Dataset\images\5222.jpg,2,-0.542304,-0.311123
Dataset\images\5223.jpg,2,-0.783972,-0.372629
Dataset\images\5224.jpg,7,-0.637379,0.663717
Dataset\images\5225.jpg,4,-0.149701,0.591674
Dataset\images\5226.jpg,0,-0.321323,-0.200169
Dataset\images\5227.jpg,5,-0.592748,0.478183
Dataset\images\523.jpg,1,0.783972,0.0822687
Dataset\images\5230.jpg,6,-0.738095,0.31746
Dataset\images\5231.jpg,3,0.0842815,0.953434
Dataset\images\5232.jpg,4,-0.158028,0.779604
Dataset\images\5233.jpg,2,-0.782028,-0.244073
Dataset\images\5234.jpg,3,0.32377,0.547918
Dataset\images\5235.jpg,0,0.0,-0.00793651
Dataset\images\5236.jpg,2,-0.679553,-0.392631
Dataset\images\5237.jpg,4,-0.0967867,0.793651
Dataset\images\5238.jpg,4,-0.119048,0.777778
Dataset\images\5239.jpg,4,-0.0967867,0.919473
Dataset\images\524.jpg,0,0.0,0.00793651
Dataset\images\5240.jpg,1,0.495154,0.0684787
Dataset\images\5241.jpg,0,0.0,0.0
Dataset\images\5242.jpg,7,-0.309717,0.358111
Dataset\images\5243.jpg,3,0.172533,0.668564
Dataset\images\5244.jpg,5,-0.193573,0.183895
Dataset\images\5245.jpg,1,0.918737,0.159593
Dataset\images\5246.jpg,2,-0.119048,-0.579365
Dataset\images\5247.jpg,0,-0.00431332,-0.0172533
Dataset\images\5248.jpg,1,0.960317,-0.0714286
Dataset\images\5249.jpg,3,0.37358,0.567842
Dataset\images\525.jpg,3,0.425861,0.667828
Dataset\images\5250.jpg,4,-0.126143,0.796279
Dataset\images\5252.jpg,7,-0.329075,0.561363
Dataset\images\5254.jpg,7,-0.6418,0.639283
Dataset\images\5255.jpg,5,-0.324235,0.493612
Dataset\images\5257.jpg,2,-0.577985,-0.159593
Dataset\images\526.jpg,3,0.0603865,0.375259
Dataset\images\5260.jpg,3,0.454897,0.866241
Dataset\images\5261.jpg,2,-0.345066,-0.138026
Dataset\images\5262.jpg,2,-0.531746,-0.214286
Dataset\images\5263.jpg,0,0.0,-0.014518
Dataset\images\5265.jpg,0,-0.0114837,-0.0153116
Dataset\images\5266.jpg,5,-0.7259,0.445219
Dataset\images\5269.jpg,2,-0.677507,-0.271003
Dataset\images\527.jpg,6,-0.468221,0.796971
Dataset\images\5270.jpg,3,0.206349,0.619048
Dataset\images\5271.jpg,0,0.031746,0.00793651
Dataset\images\5272.jpg,2,-0.666054,-0.267953
Dataset\images\5274.jpg,5,-0.753266,0.532027
Dataset\images\5276.jpg,2,-0.539165,-0.146653
Dataset\images\5277.jpg,2,-0.666667,-0.238095
Dataset\images\5279.jpg,3,-0.174603,0.865079
Dataset\images\528.jpg,0,-0.368732,-0.15276
Dataset\images\5280.jpg,0,-0.358196,0.194901
Dataset\images\5282.jpg,7,-0.629113,0.629113
Dataset\images\5283.jpg,1,0.772066,0.388524
Dataset\images\5284.jpg,7,-0.638792,0.648471
Dataset\images\5286.jpg,7,-0.643631,0.638792
Dataset\images\5287.jpg,1,0.890437,-0.111305
Dataset\images\5288.jpg,1,0.873016,0.309524
Dataset\images\529.jpg,4,-0.1294,0.754831
Dataset\images\5290.jpg,0,0.00793651,0.015873
Dataset\images\5291.jpg,7,-0.674603,0.642857
Dataset\images\5292.jpg,3,0.251645,0.522648
Dataset\images\5293.jpg,1,0.857143,0.126984
Dataset\images\5296.jpg,3,0.256485,0.585559
Dataset\images\5297.jpg,5,-0.666667,0.428571
Dataset\images\5298.jpg,0,0.0,0.0
Dataset\images\530.jpg,5,-0.880952,0.404762
Dataset\images\5301.jpg,2,-0.753968,-0.436508
Dataset\images\5302.jpg,0,0.00862664,-0.0517598
Dataset\images\5303.jpg,4,-0.126984,0.801587
Dataset\images\5305.jpg,3,-0.214286,0.912698
Dataset\images\5308.jpg,0,0.0,0.00483933
Dataset\images\5312.jpg,2,-0.43554,-0.0967867
Dataset\images\5315.jpg,4,-0.147493,0.800674
Dataset\images\5316.jpg,6,-0.304878,0.546845
Dataset\images\5318.jpg,4,-0.0338753,0.677507
Dataset\images\5319.jpg,3,0.422786,0.901202
Dataset\images\532.jpg,6,-0.562169,0.760582
Dataset\images\5320.jpg,4,-0.0629113,0.682346
Dataset\images\5322.jpg,2,-0.863885,-0.347661
Dataset\images\5324.jpg,2,-0.619048,-0.412698
Dataset\images\5326.jpg,1,0.672445,0.268978
Dataset\images\5328.jpg,0,0.0,0.00431332
Dataset\images\5329.jpg,7,-0.638792,0.643631
Dataset\images\533.jpg,3,-0.150019,0.885598
Dataset\images\5331.jpg,0,-0.347661,0.30552
Dataset\images\5332.jpg,5,-0.722222,0.47619
Dataset\images\5333.jpg,3,0.183895,0.87108
Dataset\images\5334.jpg,2,-0.68254,-0.34127
Dataset\images\5336.jpg,5,-0.428571,0.68254
Dataset\images\5338.jpg,3,-0.0632111,0.906026
Dataset\images\5339.jpg,0,0.00431332,-0.0345066
Dataset\images\5340.jpg,0,-0.0238095,0.015873
Dataset\images\5341.jpg,4,-0.119048,0.809524
Dataset\images\5342.jpg,7,-0.761905,0.47619
Dataset\images\5343.jpg,5,-0.597729,0.488145
Dataset\images\5344.jpg,4,-0.229129,0.891612
